Epoche,Train-Acc,Val-Acc,Loss,Epoch-Zeit (s)
1,75.73,89.00,46.0235,190.69
2,90.40,92.67,21.6350,188.82
3,94.07,94.00,14.6977,188.76
4,95.27,93.83,12.1423,189.07
5,96.07,94.83,9.3580,189.94
6,96.67,94.33,8.4819,190.17
7,96.73,94.67,7.9561,189.89
8,98.00,94.67,5.8343,190.25
9,97.53,94.33,5.7223,190.07
