Epoche,Train-Acc,Val-Acc,Loss,Epoch-Zeit (s)
1,84.20,95.17,33.5310,196.58
2,95.73,96.33,10.9868,195.07
3,94.97,98.50,12.1645,204.06
4,97.13,97.67,7.0999,195.57
5,97.27,93.83,6.7975,195.91
6,98.30,97.33,4.6468,195.64
7,98.63,97.67,3.2076,195.26
