Epoche,Train-Acc,Val-Acc,Loss,Epoch-Zeit (s)
1,80.81,77.11,229.8423,91.79
2,88.14,83.67,155.4626,90.98
3,90.88,71.06,123.3426,91.53
4,92.41,89.28,103.1757,91.06
5,93.54,87.44,88.8931,92.88
6,94.42,86.72,80.6374,92.30
7,94.51,73.72,77.1836,90.64
8,95.59,87.22,63.3734,91.24
