Epoche,Train-Acc,Val-Acc,Loss,Epoch-Zeit (s)
1,85.21,92.83,184.9702,123.50
2,95.11,93.94,76.8838,123.54
3,96.98,94.67,46.6815,123.46
4,98.19,94.89,30.3858,123.78
5,98.12,94.33,31.2287,123.53
6,98.83,94.28,20.9075,123.62
7,98.62,94.56,24.4299,123.51
8,99.13,94.83,14.8924,123.64
