Epoche,Train-Acc,Val-Acc,Loss,Epoch-Zeit (s)
1,67.67,83.89,325.5637,192.86
2,88.93,94.22,147.4565,192.32
3,96.11,95.11,56.9194,193.31
4,97.70,96.67,34.6057,189.98
5,98.23,95.17,28.0426,190.58
6,98.69,96.17,21.4329,191.77
7,98.98,96.67,16.0283,192.75
8,99.27,95.00,12.3555,192.76
