Epoche,Train-Acc,Val-Acc,Loss,Epoch-Zeit (s)
1,85.59,93.06,179.2476,71.43
2,93.96,93.67,91.9931,71.01
3,96.36,95.06,58.6611,70.87
4,98.17,94.44,30.8685,71.10
5,98.42,94.50,26.0484,70.98
6,98.60,94.83,22.9336,70.85
7,98.53,95.28,23.4958,71.02
8,99.22,93.56,12.7675,71.03
9,99.27,95.06,12.1887,70.82
10,99.33,95.94,12.0432,70.95
11,99.21,95.61,12.6376,71.09
12,99.27,96.06,11.7738,70.97
13,99.66,95.22,7.4146,70.88
14,99.48,95.17,9.7689,71.00
15,99.71,94.33,4.7818,71.09
16,99.54,92.83,7.1690,71.00
