Epoche,Train-Acc,Val-Acc,Loss,Epoch-Zeit (s)
1,79.07,88.33,39.8897,82.95
2,96.57,91.17,9.8871,83.29
3,97.93,89.67,6.3555,83.10
4,98.27,94.00,4.9377,83.06
5,99.13,93.67,3.2167,83.00
6,98.57,93.17,4.5664,83.18
7,99.23,93.33,2.9077,82.91
8,98.57,92.50,4.3690,83.41
