Epoche,Train-Acc,Val-Acc,Loss,Epoch-Zeit (s)
1,84.13,93.72,205.8388,77.88
2,92.97,94.00,103.2769,75.87
3,95.20,94.94,70.8215,74.89
4,97.14,95.89,48.1834,74.78
5,97.74,94.56,36.3340,73.99
6,98.78,95.39,22.3691,73.90
7,99.03,95.72,18.4600,75.05
8,99.18,94.17,15.7048,75.10
