Epoche,Train-Acc,Val-Acc,Loss,Epoch-Zeit (s)
1,78.11,83.22,257.3288,117.43
2,89.72,89.33,144.3140,117.36
3,92.61,90.22,105.0473,117.29
4,94.73,88.00,83.2186,117.43
5,95.36,90.94,72.1051,117.08
6,96.52,91.56,55.4379,117.45
7,97.18,89.72,45.7733,117.19
8,97.39,90.00,41.8101,117.43
9,97.23,90.89,43.9762,117.28
10,97.91,87.56,32.7400,117.28
