Epoche,Train-Acc,Val-Acc,Loss,Epoch-Zeit (s)
1,76.21,83.44,266.8714,69.33
2,89.36,88.94,144.5609,69.32
3,93.62,88.61,89.7943,69.12
4,95.56,90.50,67.5824,69.02
5,96.34,90.78,54.9185,69.16
6,97.12,90.56,44.1519,69.38
7,97.32,87.28,40.7414,69.20
8,97.90,89.06,35.2167,69.60
9,98.24,90.78,28.5373,69.27
