Epoche,Train-Acc,Val-Acc,Loss,Epoch-Zeit (s)
1,76.50,85.50,94.8784,74.33
2,86.83,89.00,59.2217,74.31
3,91.57,93.83,42.7419,74.19
4,93.67,93.83,31.4324,74.55
5,94.97,97.00,24.6978,74.54
6,95.30,96.00,22.4506,74.11
7,96.43,95.33,18.6011,74.21
8,96.63,95.17,18.5132,74.33
9,97.17,96.50,16.4336,74.07
