Epoche,Train-Acc,Val-Acc,Loss,Epoch-Zeit (s)
1,76.00,85.83,46.0410,27.60
2,94.37,89.67,16.6200,27.48
3,98.23,90.83,7.3386,27.40
4,99.27,90.83,3.7148,27.35
5,99.60,90.33,2.3068,27.36
6,99.50,90.50,2.0768,27.27
7,99.37,88.67,2.3459,27.30
