Epoche,Train-Acc,Val-Acc,Loss,Epoch-Zeit (s)
1,71.60,81.33,54.3330,25.38
2,91.70,91.33,23.9296,25.20
3,97.70,92.50,8.7218,25.13
4,99.37,92.67,3.6156,25.20
5,99.40,93.33,2.6392,25.01
6,99.73,93.33,1.5454,25.01
7,99.90,92.50,0.8718,25.16
8,99.70,92.83,0.9380,25.31
9,99.67,92.83,1.4461,25.12
