Epoche,Train-Acc,Val-Acc,Loss,Epoch-Zeit (s)
1,71.97,79.94,151.8589,90.83
2,83.03,81.17,104.1762,90.67
3,87.64,85.28,81.9087,90.73
4,90.29,86.06,66.6733,87.06
5,92.54,87.72,53.2026,85.96
6,93.22,87.89,48.0072,86.00
7,94.37,86.50,41.2078,85.59
8,95.14,87.56,35.4197,85.57
9,95.58,89.17,33.3076,85.74
10,95.92,88.78,29.7237,85.84
11,96.02,89.06,29.2246,85.90
12,96.52,86.89,26.5685,85.84
13,96.41,88.94,26.4913,85.53
