Epoche,Train-Acc,Val-Acc,Loss,Epoch-Zeit (s)
1,75.93,84.11,276.4354,131.55
2,84.72,87.50,191.7145,131.72
3,88.74,88.00,152.1347,131.73
4,89.81,89.22,135.1656,131.92
5,91.71,91.72,116.4069,131.95
6,92.64,91.17,105.6220,131.81
7,93.68,89.33,92.6278,131.84
8,93.57,91.11,92.3805,131.79
9,94.53,90.72,83.9317,131.61
