Epoche,Train-Acc,Val-Acc,Loss,Epoch-Zeit (s)
1,71.20,83.22,155.9079,158.49
2,87.91,91.72,77.1174,158.52
3,93.14,89.44,46.6301,158.22
4,96.02,92.33,29.8479,158.54
5,96.73,91.44,24.3005,158.61
6,98.17,88.72,15.4746,158.33
7,97.38,87.50,20.5091,158.80
8,98.64,90.67,10.9215,158.53
