Epoche,Train-Acc,Val-Acc,Loss,Epoch-Zeit (s)
1,74.47,84.22,451.3797,124.03
2,88.83,90.06,157.0707,123.90
3,93.32,91.28,95.3747,124.39
4,95.36,90.94,70.0582,124.04
5,96.09,92.89,59.1097,124.52
6,96.93,93.44,46.6766,124.22
7,96.99,95.28,46.3703,123.94
8,97.80,94.78,36.0457,124.19
9,98.00,95.11,32.6727,125.32
10,98.04,95.00,30.4105,123.57
11,98.30,94.78,31.1865,123.73
