Epoche,Train-Acc,Val-Acc,Loss,Epoch-Zeit (s)
1,78.30,89.39,124.9909,370.49
2,90.14,92.11,67.8352,370.67
3,93.29,93.89,48.9224,370.73
4,94.90,94.00,37.8838,371.12
5,95.94,94.50,31.3190,371.17
6,96.42,95.78,27.6290,371.13
7,96.66,94.67,25.8814,371.27
8,97.03,94.67,23.6617,372.14
9,97.33,93.83,21.9521,372.09
10,97.24,95.39,24.3959,371.35
