Epoche,Train-Acc,Val-Acc,Loss,Epoch-Zeit (s)
1,86.91,96.78,83.5126,205.22
2,96.96,97.00,22.0422,204.84
3,97.86,96.94,16.2117,205.00
4,98.41,97.83,14.9665,204.86
5,99.48,97.50,4.7308,204.74
6,99.23,97.33,6.5293,204.99
7,99.11,96.11,6.6780,204.67
8,99.58,98.50,3.9695,205.03
9,99.36,97.44,5.4932,205.04
10,99.31,96.67,5.7613,205.11
11,99.48,97.67,4.0860,205.17
12,99.66,96.89,3.5364,204.76
