Epoche,Train-Acc,Val-Acc,Loss,Epoch-Zeit (s)
1,81.77,90.67,70.2239,21.87
2,93.03,91.00,33.1606,22.14
3,96.90,93.17,15.7009,22.56
4,98.10,94.17,12.8132,22.72
5,98.73,95.67,8.2382,22.63
6,99.03,96.67,6.1289,22.87
7,99.00,94.83,6.3483,22.80
8,99.30,96.00,4.2553,22.73
9,99.07,95.17,6.6051,22.66
10,99.53,95.50,3.4069,22.71
