Epoche,Train-Acc,Val-Acc,Loss,Epoch-Zeit (s)
1,84.17,90.83,62.8761,38.50
2,93.40,92.00,31.7673,38.06
3,95.67,92.33,22.7740,39.24
4,96.47,92.50,18.2359,37.98
5,97.00,94.00,17.4619,38.04
6,97.07,92.67,17.1256,38.13
7,97.57,93.67,13.2493,38.10
8,98.57,94.17,9.2959,37.86
9,98.37,93.17,10.2174,37.69
10,99.37,93.33,3.8528,37.95
11,98.90,94.17,7.5322,37.86
12,98.47,93.67,8.9658,37.86
