Epoche,Train-Acc,Val-Acc,Loss,Epoch-Zeit (s)
1,86.07,96.39,84.5020,175.02
2,96.42,96.94,26.6524,174.17
3,97.83,97.72,15.0909,174.22
4,98.44,97.50,12.7497,174.19
5,99.13,98.50,6.8648,173.88
6,98.86,97.22,10.4898,174.62
7,99.46,97.89,4.3743,173.89
8,99.37,95.67,6.1183,174.12
9,99.07,97.61,7.0286,174.66
